skill,experience,project_type,complexity,hours,price
ui_ux_design,intermediate,ecommerce,medium,81,7143.53
graphic_design,beginner,landing_page,low,19,198.18
graphic_design,beginner,technical_whitepaper,medium,32,801.85
data_science,expert,api_endpoint,high,30,5227.62
app_dev,intermediate,ecommerce,medium,209,17356.04
content_writing,beginner,technical_whitepaper,medium,19,322.57
web_dev,intermediate,ecommerce,medium,214,8793.9
digital_marketing,beginner,saas_mvp,high,256,10379.28
cyber_security,beginner,api_endpoint,medium,11,313.6
web_dev,intermediate,web_scraper,high,14,1068.38
app_dev,intermediate,full_website,medium,124,7505.91
data_science,intermediate,technical_whitepaper,high,44,4009.33
cyber_security,intermediate,web_scraper,medium,9,656.6
python,beginner,saas_mvp,medium,235,8770.58
content_writing,beginner,growth_hacking,medium,68,796.32
ui_ux_design,beginner,landing_page,low,11,241.34
web_dev,beginner,ecommerce,medium,188,2777.75
app_dev,intermediate,full_website,medium,30,1827.13
app_dev,beginner,full_website,medium,87,3180.44
graphic_design,expert,landing_page,low,12,586.46
digital_marketing,intermediate,ecommerce,high,194,16106.24
blockchain,intermediate,saas_mvp,low,150,9657.4
python,expert,api_endpoint,medium,16,1648.45
app_dev,beginner,full_website,medium,41,952.32
content_writing,intermediate,full_website,high,39,1942.81
python,intermediate,api_endpoint,high,35,2647.55
digital_marketing,intermediate,ecommerce,medium,159,9207.98
data_science,beginner,api_endpoint,low,16,482.69
ui_ux_design,expert,full_website,medium,92,11336.7
web_dev,intermediate,landing_page,high,28,1944.77
digital_marketing,intermediate,ecommerce,medium,178,13331.66
data_science,expert,script,low,7,592.96
data_science,intermediate,ai_model,medium,30,3080.94
app_dev,expert,api_endpoint,medium,45,4869.3
app_dev,beginner,ecommerce,high,107,3379.79
cloud_computing,beginner,full_website,low,60,1977.43
blockchain,beginner,api_endpoint,high,46,1806.11
python,expert,ai_model,medium,94,13757.52
cloud_computing,intermediate,automation,low,60,3277.42
graphic_design,beginner,technical_whitepaper,medium,56,1131.57
data_science,intermediate,script,low,20,772.74
web_dev,intermediate,web_scraper,medium,19,868.77
content_writing,beginner,landing_page,high,12,192.25
cloud_computing,expert,saas_mvp,medium,275,37956.06
web_dev,intermediate,landing_page,medium,34,1120.72
ui_ux_design,expert,full_website,high,87,18235.3
data_science,intermediate,api_endpoint,medium,35,3125.14
cyber_security,intermediate,automation,high,33,4194.32
cyber_security,intermediate,script,low,22,1054.26
graphic_design,intermediate,saas_mvp,high,114,8524.82
cyber_security,expert,technical_whitepaper,medium,35,7321.58
python,intermediate,saas_mvp,high,197,16047.72
cyber_security,intermediate,web_scraper,high,24,2641.19
app_dev,intermediate,full_website,low,157,8894.85
app_dev,intermediate,ecommerce,low,214,10689.95
app_dev,beginner,landing_page,medium,32,678.97
content_writing,intermediate,technical_whitepaper,high,58,1845.32
digital_marketing,expert,ecommerce,high,120,18729.76
graphic_design,intermediate,technical_whitepaper,low,51,2110.59
cyber_security,expert,saas_mvp,low,143,21397.43
digital_marketing,expert,technical_whitepaper,high,60,7410.34
ui_ux_design,intermediate,landing_page,medium,24,1357.79
data_science,beginner,automation,high,60,2164.63
ui_ux_design,intermediate,api_endpoint,medium,37,1754.57
ui_ux_design,intermediate,ecommerce,medium,179,13261.65
web_dev,intermediate,ecommerce,high,136,10099.48
content_writing,intermediate,ecommerce,medium,117,4953.75
digital_marketing,expert,ecommerce,medium,187,21881.79
ui_ux_design,expert,saas_mvp,medium,186,24506.62
data_science,intermediate,automation,low,33,2172.67
cyber_security,beginner,automation,medium,68,2707.67
app_dev,expert,landing_page,medium,23,3011.52
blockchain,intermediate,technical_whitepaper,low,9,438.6
cyber_security,intermediate,api_endpoint,medium,24,1262.75
cloud_computing,beginner,saas_mvp,high,206,13472.2
content_writing,intermediate,landing_page,high,29,1457.74
digital_marketing,intermediate,full_website,medium,72,2296.21
data_science,intermediate,technical_whitepaper,high,16,1242.53
ui_ux_design,beginner,ecommerce,medium,40,687.06
ui_ux_design,intermediate,ecommerce,high,169,15347.5
cloud_computing,beginner,automation,medium,51,2309.56
web_dev,expert,landing_page,medium,8,603.05
python,intermediate,ai_model,low,88,5988.24
digital_marketing,expert,full_website,low,153,12421.23
python,intermediate,saas_mvp,low,182,9454.67
app_dev,intermediate,ecommerce,medium,83,5798.39
web_dev,beginner,saas_mvp,low,242,6867.38
cloud_computing,intermediate,script,high,16,1659.45
content_writing,beginner,growth_hacking,high,72,1025.37
data_science,expert,technical_whitepaper,low,9,1059.9
content_writing,intermediate,landing_page,low,4,91.39
blockchain,expert,api_endpoint,medium,19,2226.66
digital_marketing,intermediate,full_website,medium,93,5955.49
graphic_design,expert,saas_mvp,low,126,13521.26
data_science,beginner,saas_mvp,low,229,7038.01
digital_marketing,beginner,landing_page,low,13,234.69
cyber_security,expert,api_endpoint,medium,34,6564.63
web_dev,beginner,saas_mvp,medium,71,2357.63
cloud_computing,expert,technical_whitepaper,low,37,3469.48
content_writing,intermediate,technical_whitepaper,medium,14,477.37
cloud_computing,beginner,full_website,medium,112,5290.98
cyber_security,expert,technical_whitepaper,high,11,1939.0
blockchain,intermediate,api_endpoint,medium,16,1425.25
app_dev,intermediate,landing_page,high,34,3017.67
content_writing,intermediate,growth_hacking,medium,48,1068.31
python,intermediate,ai_model,high,77,9791.84
blockchain,intermediate,automation,medium,33,2433.27
digital_marketing,beginner,saas_mvp,high,279,8895.67
web_dev,expert,full_website,low,146,15101.55
ui_ux_design,expert,api_endpoint,high,31,6030.66
cloud_computing,beginner,api_endpoint,low,8,273.87
python,beginner,web_scraper,medium,17,269.66
data_science,beginner,ai_model,medium,55,2883.97
ui_ux_design,expert,full_website,medium,141,23122.65
ui_ux_design,beginner,full_website,medium,142,2525.5
web_dev,expert,api_endpoint,medium,15,1355.91
python,intermediate,ai_model,medium,100,6482.85
data_science,expert,saas_mvp,high,246,55223.49
python,expert,ai_model,medium,63,9024.08
blockchain,expert,technical_whitepaper,high,29,5408.41
ui_ux_design,expert,automation,low,20,1832.85
data_science,intermediate,technical_whitepaper,medium,64,6259.42
cloud_computing,intermediate,script,low,12,518.26
digital_marketing,beginner,growth_hacking,high,56,785.25
ui_ux_design,expert,saas_mvp,high,209,40220.4
graphic_design,beginner,growth_hacking,low,48,774.0
content_writing,beginner,ecommerce,medium,54,940.93
data_science,beginner,automation,high,36,1417.72
blockchain,intermediate,web_scraper,medium,6,539.9
app_dev,expert,landing_page,medium,10,913.49
cloud_computing,expert,automation,high,62,9746.76
digital_marketing,intermediate,technical_whitepaper,high,59,3167.43
app_dev,intermediate,saas_mvp,medium,143,12599.72
ui_ux_design,beginner,api_endpoint,low,53,1128.59
web_dev,expert,full_website,medium,96,11015.28
graphic_design,expert,technical_whitepaper,low,62,5598.11
digital_marketing,expert,full_website,high,159,27818.67
cloud_computing,intermediate,technical_whitepaper,high,53,3575.99
cyber_security,expert,web_scraper,high,9,1325.32
cloud_computing,intermediate,api_endpoint,high,15,1523.43
ui_ux_design,intermediate,ecommerce,high,169,10256.54
ui_ux_design,intermediate,full_website,medium,134,7800.86
graphic_design,intermediate,full_website,high,90,5256.17
cyber_security,beginner,saas_mvp,high,122,9005.87
cyber_security,intermediate,script,high,13,1693.66
digital_marketing,intermediate,landing_page,low,25,640.92
app_dev,expert,saas_mvp,medium,276,55414.32
web_dev,beginner,landing_page,medium,32,431.67
web_dev,intermediate,full_website,high,31,3059.53
digital_marketing,beginner,technical_whitepaper,medium,32,854.95
cyber_security,intermediate,saas_mvp,high,191,32925.96
app_dev,beginner,saas_mvp,high,46,2495.4
cyber_security,intermediate,technical_whitepaper,high,61,5634.93
cloud_computing,intermediate,full_website,high,143,18385.31
app_dev,beginner,full_website,high,140,3418.49
graphic_design,expert,full_website,medium,61,4700.56
ui_ux_design,expert,saas_mvp,medium,152,26793.97
app_dev,beginner,ecommerce,medium,112,3355.04
python,beginner,script,medium,16,327.16
python,intermediate,saas_mvp,high,128,16869.27
python,expert,api_endpoint,high,14,1988.1
cyber_security,expert,automation,medium,55,9633.28
data_science,beginner,ai_model,medium,39,1960.96
cloud_computing,intermediate,full_website,medium,38,3104.54
python,beginner,api_endpoint,medium,34,651.06
cyber_security,intermediate,technical_whitepaper,high,61,5431.97
app_dev,beginner,automation,high,49,1206.55
cyber_security,intermediate,api_endpoint,medium,38,2495.82
cyber_security,beginner,web_scraper,low,20,683.35
python,beginner,script,high,4,146.17
python,beginner,web_scraper,medium,18,346.94
ui_ux_design,intermediate,full_website,medium,113,5909.07
blockchain,intermediate,saas_mvp,high,48,7599.46
ui_ux_design,beginner,full_website,medium,99,2761.82
web_dev,intermediate,saas_mvp,low,167,6438.54
cloud_computing,intermediate,api_endpoint,high,45,3483.08
web_dev,expert,full_website,low,105,8027.05
web_dev,beginner,landing_page,medium,32,325.74
cloud_computing,expert,full_website,medium,115,23836.09
cloud_computing,intermediate,script,medium,19,931.85
cyber_security,intermediate,web_scraper,medium,6,518.78
data_science,intermediate,ai_model,medium,90,7174.18
web_dev,beginner,saas_mvp,medium,205,4560.98
web_dev,beginner,full_website,medium,46,749.72
data_science,expert,api_endpoint,high,41,6678.24
blockchain,beginner,automation,high,46,1854.06
content_writing,intermediate,growth_hacking,medium,83,2138.77
blockchain,beginner,api_endpoint,low,30,684.89
digital_marketing,intermediate,growth_hacking,medium,35,1282.96
digital_marketing,intermediate,landing_page,high,23,827.3
blockchain,beginner,technical_whitepaper,high,63,3236.94
web_dev,intermediate,saas_mvp,medium,84,5520.53
cyber_security,intermediate,saas_mvp,medium,257,20963.3
digital_marketing,beginner,growth_hacking,high,15,501.16
web_dev,expert,landing_page,medium,34,3253.41
digital_marketing,beginner,ecommerce,high,214,4587.34
app_dev,expert,api_endpoint,medium,39,4523.67
data_science,beginner,api_endpoint,medium,31,998.9
web_dev,expert,full_website,high,43,5771.87
python,expert,automation,low,13,1091.99
data_science,beginner,automation,low,21,555.47
graphic_design,intermediate,growth_hacking,medium,89,3614.38
cyber_security,expert,automation,medium,34,5397.63
cloud_computing,intermediate,full_website,low,80,6011.29
ui_ux_design,expert,ecommerce,medium,216,24125.45
web_dev,beginner,saas_mvp,high,278,9363.01
cyber_security,beginner,script,medium,22,763.8
digital_marketing,beginner,full_website,medium,136,1825.93
digital_marketing,intermediate,saas_mvp,medium,198,9749.05
web_dev,intermediate,web_scraper,high,4,216.51
graphic_design,expert,landing_page,low,17,1428.24
python,beginner,ai_model,medium,124,2818.12
ui_ux_design,expert,api_endpoint,medium,15,1508.32
data_science,expert,ai_model,high,36,7695.67
blockchain,expert,web_scraper,medium,14,2089.41
web_dev,beginner,ecommerce,low,110,2156.55
blockchain,beginner,smart_contract,medium,86,5533.17
content_writing,beginner,growth_hacking,medium,58,857.7
blockchain,beginner,saas_mvp,low,244,10210.68
content_writing,expert,ecommerce,medium,144,14051.62
digital_marketing,intermediate,saas_mvp,medium,243,12848.86
python,expert,automation,low,67,6839.29
cyber_security,expert,technical_whitepaper,medium,55,8075.1
web_dev,expert,api_endpoint,high,34,3716.8
python,intermediate,automation,medium,54,4324.08
blockchain,intermediate,smart_contract,high,30,5684.7
ui_ux_design,intermediate,ecommerce,high,36,4185.43
app_dev,intermediate,ecommerce,low,83,6413.52
python,intermediate,script,medium,21,1150.13
ui_ux_design,intermediate,automation,medium,27,1718.45
data_science,intermediate,api_endpoint,medium,40,2902.64
graphic_design,expert,full_website,medium,139,15034.97
digital_marketing,beginner,ecommerce,medium,188,4764.96
cloud_computing,intermediate,technical_whitepaper,high,20,1377.01
digital_marketing,intermediate,saas_mvp,low,95,5388.79
cyber_security,expert,automation,medium,15,1862.74
graphic_design,expert,full_website,high,130,13402.45
ui_ux_design,beginner,saas_mvp,low,164,2668.63
cyber_security,beginner,api_endpoint,low,51,1902.0
app_dev,beginner,full_website,low,79,2264.82
graphic_design,intermediate,landing_page,medium,34,972.71
content_writing,expert,ecommerce,high,178,21205.13
app_dev,expert,api_endpoint,medium,53,7410.68
digital_marketing,expert,growth_hacking,high,36,3874.87
python,intermediate,script,medium,15,628.39
graphic_design,expert,full_website,medium,152,17756.53
cloud_computing,intermediate,automation,high,50,5800.71
graphic_design,intermediate,full_website,high,65,4688.66
cloud_computing,beginner,technical_whitepaper,medium,37,1168.27
app_dev,intermediate,full_website,medium,41,2107.19
cyber_security,beginner,automation,high,43,2270.02
cloud_computing,expert,automation,medium,36,4333.84
cloud_computing,intermediate,automation,high,17,1640.71
graphic_design,beginner,landing_page,medium,25,448.91
app_dev,expert,saas_mvp,high,227,47516.23
cyber_security,intermediate,technical_whitepaper,low,31,2181.58
digital_marketing,intermediate,ecommerce,low,84,3461.67
content_writing,beginner,script,medium,12,152.48
content_writing,intermediate,script,low,7,199.62
digital_marketing,intermediate,growth_hacking,medium,54,1396.64
content_writing,intermediate,technical_whitepaper,low,20,371.07
digital_marketing,expert,full_website,low,58,6360.11
ui_ux_design,beginner,ecommerce,medium,208,6051.88
ui_ux_design,expert,saas_mvp,medium,73,11803.73
content_writing,expert,full_website,low,147,10495.7
app_dev,intermediate,api_endpoint,high,38,2726.28
content_writing,intermediate,script,medium,9,170.11
blockchain,beginner,api_endpoint,medium,48,2033.47
web_dev,intermediate,full_website,medium,116,6852.4
cyber_security,beginner,saas_mvp,medium,101,6485.47
ui_ux_design,expert,saas_mvp,high,244,39133.36
data_science,expert,automation,medium,64,8491.7
blockchain,intermediate,api_endpoint,medium,55,3579.77
blockchain,beginner,technical_whitepaper,medium,25,578.48
graphic_design,expert,full_website,medium,109,13868.47
web_dev,intermediate,landing_page,high,12,483.96
cloud_computing,intermediate,script,medium,3,133.47
digital_marketing,intermediate,full_website,high,81,5566.11
content_writing,intermediate,landing_page,high,27,1312.23
content_writing,intermediate,technical_whitepaper,low,22,908.31
digital_marketing,beginner,ecommerce,medium,209,5959.42
blockchain,intermediate,api_endpoint,medium,28,2045.07
graphic_design,beginner,ecommerce,medium,87,1689.91
graphic_design,beginner,technical_whitepaper,high,39,839.38
ui_ux_design,beginner,saas_mvp,high,105,4153.83
graphic_design,beginner,technical_whitepaper,medium,58,878.47
cloud_computing,beginner,full_website,low,84,1967.7
content_writing,intermediate,full_website,low,105,3266.15
app_dev,expert,full_website,low,84,6947.94
app_dev,intermediate,automation,medium,8,454.05
cyber_security,beginner,automation,medium,9,223.55
web_dev,beginner,full_website,medium,131,4091.48
cloud_computing,intermediate,automation,high,39,3573.6
python,beginner,ai_model,low,129,4211.28
ui_ux_design,beginner,automation,medium,27,407.73
cloud_computing,beginner,full_website,medium,114,4123.86
graphic_design,intermediate,ecommerce,medium,217,13395.31
python,beginner,api_endpoint,high,24,714.47
ui_ux_design,expert,automation,low,35,3432.36
app_dev,intermediate,ecommerce,high,87,6630.78
app_dev,beginner,automation,medium,70,1082.9
graphic_design,beginner,ecommerce,high,46,1455.76
digital_marketing,intermediate,ecommerce,high,119,9177.85
blockchain,expert,automation,low,53,7245.8
blockchain,beginner,saas_mvp,medium,84,5074.89
python,intermediate,script,medium,8,406.62
python,expert,script,medium,19,2081.28
cyber_security,expert,saas_mvp,high,280,81906.9
cloud_computing,intermediate,script,medium,18,936.4
python,intermediate,script,medium,12,464.89
cyber_security,beginner,saas_mvp,medium,233,12443.58
cloud_computing,intermediate,automation,high,28,2836.87
app_dev,intermediate,automation,medium,31,1284.27
digital_marketing,expert,saas_mvp,low,71,7941.05
ui_ux_design,intermediate,api_endpoint,low,47,1645.28
digital_marketing,expert,saas_mvp,low,149,12473.12
graphic_design,expert,growth_hacking,medium,25,1753.87
data_science,intermediate,ai_model,high,108,12945.05
cyber_security,expert,web_scraper,low,16,1309.7
python,beginner,automation,high,17,451.1
python,beginner,automation,low,39,997.75
content_writing,intermediate,ecommerce,medium,110,5157.28
cloud_computing,intermediate,script,high,16,1331.44
web_dev,intermediate,full_website,low,106,5629.25
graphic_design,expert,full_website,medium,142,15306.98
data_science,intermediate,saas_mvp,medium,270,26602.15
cyber_security,beginner,api_endpoint,medium,48,1845.31
content_writing,intermediate,landing_page,low,25,414.59
data_science,intermediate,technical_whitepaper,low,41,3142.63
python,beginner,web_scraper,high,15,570.45
web_dev,intermediate,landing_page,low,8,208.01
data_science,intermediate,ai_model,high,76,12063.3
blockchain,intermediate,technical_whitepaper,medium,58,5526.72
graphic_design,beginner,ecommerce,medium,155,3023.45
web_dev,beginner,api_endpoint,high,54,1058.8
ui_ux_design,intermediate,api_endpoint,medium,16,998.22
ui_ux_design,beginner,saas_mvp,medium,179,4057.0
data_science,beginner,ai_model,medium,114,5883.52
data_science,beginner,ai_model,high,54,1859.32
cyber_security,intermediate,api_endpoint,high,47,4294.66
graphic_design,intermediate,growth_hacking,medium,27,1143.71
cloud_computing,expert,saas_mvp,high,208,40267.79
content_writing,expert,landing_page,high,23,2234.69
blockchain,beginner,automation,medium,19,560.97
app_dev,intermediate,landing_page,low,30,1146.09
cloud_computing,intermediate,technical_whitepaper,medium,65,6483.79
blockchain,beginner,api_endpoint,medium,29,1514.61
cloud_computing,intermediate,api_endpoint,high,39,2859.28
data_science,intermediate,script,low,8,562.83
data_science,beginner,technical_whitepaper,medium,54,1156.1
ui_ux_design,beginner,ecommerce,medium,63,1839.45
web_dev,beginner,saas_mvp,low,117,2408.28
ui_ux_design,beginner,automation,medium,10,151.92
content_writing,intermediate,full_website,medium,37,1119.83
content_writing,intermediate,technical_whitepaper,high,58,3959.61
content_writing,intermediate,ecommerce,medium,46,2156.56
ui_ux_design,intermediate,saas_mvp,medium,129,8781.05
digital_marketing,beginner,landing_page,high,25,538.37
cloud_computing,expert,technical_whitepaper,low,28,3499.31
blockchain,beginner,api_endpoint,low,27,522.79
graphic_design,expert,growth_hacking,high,39,4202.28
python,intermediate,api_endpoint,high,16,1196.78
web_dev,beginner,full_website,low,105,2200.87
digital_marketing,intermediate,technical_whitepaper,low,23,676.0
ui_ux_design,expert,ecommerce,high,66,13598.55
web_dev,beginner,landing_page,high,27,525.16
cloud_computing,beginner,api_endpoint,medium,6,138.7
python,intermediate,ai_model,high,89,12209.93
graphic_design,intermediate,technical_whitepaper,high,17,719.9
cloud_computing,intermediate,technical_whitepaper,medium,43,4050.41
app_dev,expert,ecommerce,medium,201,32385.94
cloud_computing,expert,automation,high,24,5417.89
blockchain,intermediate,saas_mvp,low,166,11753.71
graphic_design,expert,growth_hacking,medium,87,7206.6
graphic_design,expert,technical_whitepaper,medium,61,6727.89
web_dev,intermediate,ecommerce,medium,112,6686.05
ui_ux_design,intermediate,ecommerce,medium,56,2927.91
digital_marketing,beginner,growth_hacking,low,62,1242.96
cloud_computing,intermediate,saas_mvp,medium,166,13618.08
blockchain,beginner,smart_contract,medium,12,369.64
content_writing,intermediate,full_website,high,111,3921.24
python,intermediate,script,low,25,1059.24
ui_ux_design,intermediate,saas_mvp,medium,266,20383.16
cloud_computing,expert,full_website,high,118,25674.11
python,intermediate,api_endpoint,low,42,2501.87
graphic_design,beginner,ecommerce,low,109,1463.29
python,intermediate,web_scraper,high,14,1020.26
data_science,expert,ai_model,high,32,6495.94
graphic_design,expert,technical_whitepaper,high,48,5237.91
web_dev,beginner,saas_mvp,high,67,2736.01
blockchain,intermediate,saas_mvp,high,231,24496.48
graphic_design,intermediate,technical_whitepaper,high,15,809.3
cyber_security,expert,technical_whitepaper,medium,13,2510.4
blockchain,beginner,technical_whitepaper,low,24,583.08
digital_marketing,beginner,landing_page,high,11,209.87
data_science,intermediate,api_endpoint,medium,35,2112.32
cyber_security,intermediate,script,high,12,1374.31
graphic_design,beginner,full_website,medium,35,692.86
graphic_design,expert,technical_whitepaper,medium,37,4753.91
data_science,beginner,saas_mvp,medium,58,2787.7
data_science,beginner,ai_model,high,122,4828.46
graphic_design,beginner,growth_hacking,high,78,1009.17
cloud_computing,beginner,script,medium,12,436.7
web_dev,intermediate,api_endpoint,medium,39,1816.36
data_science,intermediate,saas_mvp,high,121,16537.84
app_dev,beginner,full_website,high,95,2202.15
data_science,intermediate,saas_mvp,high,241,24946.6
content_writing,intermediate,landing_page,high,4,110.47
data_science,expert,api_endpoint,medium,25,4855.04
content_writing,intermediate,landing_page,high,21,817.34
content_writing,intermediate,growth_hacking,medium,73,1600.77
digital_marketing,intermediate,growth_hacking,low,21,633.22
ui_ux_design,intermediate,ecommerce,medium,191,16026.28
digital_marketing,intermediate,ecommerce,medium,77,2774.23
ui_ux_design,beginner,api_endpoint,high,25,1065.52
web_dev,intermediate,api_endpoint,high,41,3414.96
web_dev,intermediate,web_scraper,medium,27,1883.63
content_writing,beginner,ecommerce,medium,72,864.65
blockchain,intermediate,saas_mvp,medium,178,23383.3
python,intermediate,api_endpoint,medium,42,2834.25
digital_marketing,beginner,landing_page,high,25,711.7
data_science,intermediate,ai_model,high,31,4990.1
python,expert,web_scraper,high,13,1726.52
python,intermediate,ai_model,low,47,2657.48
cyber_security,beginner,saas_mvp,medium,279,9859.58
content_writing,beginner,ecommerce,low,36,630.31
web_dev,expert,landing_page,medium,25,2972.65
blockchain,intermediate,automation,high,14,1711.06
graphic_design,beginner,growth_hacking,high,9,125.21
ui_ux_design,expert,landing_page,low,12,851.57
cloud_computing,intermediate,script,medium,22,1501.64
cloud_computing,expert,saas_mvp,low,52,7435.12
graphic_design,expert,ecommerce,medium,167,22331.5
python,beginner,script,high,18,631.92
graphic_design,intermediate,ecommerce,medium,68,3331.92
graphic_design,expert,ecommerce,low,150,12106.39
blockchain,beginner,saas_mvp,medium,57,2276.08
graphic_design,beginner,landing_page,high,9,225.49
web_dev,expert,landing_page,low,11,1080.85
cloud_computing,intermediate,automation,medium,52,4413.33
cloud_computing,expert,script,medium,25,2690.68
graphic_design,intermediate,landing_page,low,19,762.55
blockchain,intermediate,saas_mvp,medium,199,22506.73
web_dev,beginner,saas_mvp,high,235,11085.35
content_writing,beginner,full_website,high,158,3107.1
app_dev,intermediate,full_website,medium,100,7588.96
digital_marketing,expert,technical_whitepaper,medium,41,3133.91
app_dev,expert,api_endpoint,low,41,3943.01
digital_marketing,beginner,growth_hacking,medium,69,867.15
python,intermediate,automation,high,55,4514.26
ui_ux_design,intermediate,saas_mvp,high,211,23343.92
content_writing,intermediate,technical_whitepaper,medium,27,857.58
cyber_security,expert,automation,high,47,9765.11
ui_ux_design,beginner,landing_page,medium,6,154.54
app_dev,intermediate,api_endpoint,high,25,2376.83
content_writing,intermediate,technical_whitepaper,medium,45,1000.0
python,intermediate,ai_model,low,89,4073.02
python,intermediate,automation,high,16,1354.71
blockchain,intermediate,automation,medium,45,3633.02
cloud_computing,beginner,script,low,25,767.07
ui_ux_design,beginner,automation,low,63,1133.22
cloud_computing,intermediate,api_endpoint,medium,38,3721.33
web_dev,intermediate,landing_page,low,11,354.94
cyber_security,expert,technical_whitepaper,medium,61,11275.14
blockchain,intermediate,automation,medium,10,690.16
graphic_design,intermediate,full_website,high,77,6145.84
data_science,expert,api_endpoint,high,22,4766.83
cloud_computing,intermediate,script,high,3,311.07
data_science,beginner,api_endpoint,medium,8,302.26
data_science,beginner,technical_whitepaper,high,37,1113.13
digital_marketing,expert,growth_hacking,medium,22,1440.02
digital_marketing,beginner,full_website,medium,41,1029.55
python,intermediate,ai_model,medium,53,4702.06
web_dev,beginner,full_website,medium,131,3298.15
data_science,expert,api_endpoint,high,32,5700.53
cyber_security,intermediate,automation,high,35,4079.54
ui_ux_design,beginner,landing_page,low,16,203.7
cloud_computing,intermediate,technical_whitepaper,low,17,1095.28
digital_marketing,beginner,ecommerce,medium,67,1971.26
data_science,intermediate,saas_mvp,medium,101,10649.01
ui_ux_design,expert,landing_page,medium,10,1122.29
content_writing,expert,landing_page,low,15,843.96
python,intermediate,web_scraper,medium,8,418.78
ui_ux_design,beginner,full_website,high,25,745.9
cloud_computing,intermediate,full_website,low,71,4709.71
blockchain,intermediate,web_scraper,medium,22,1614.23
graphic_design,beginner,saas_mvp,high,279,7192.72
ui_ux_design,intermediate,full_website,medium,84,4870.39
cyber_security,intermediate,web_scraper,medium,10,958.75
graphic_design,intermediate,growth_hacking,high,11,805.7
data_science,expert,automation,medium,46,6488.05
ui_ux_design,intermediate,full_website,medium,58,5046.51
cyber_security,intermediate,script,high,13,1372.45
data_science,intermediate,technical_whitepaper,medium,33,2706.95
graphic_design,beginner,technical_whitepaper,low,61,1233.25
digital_marketing,beginner,full_website,medium,85,2073.55
app_dev,beginner,full_website,high,126,3205.05
ui_ux_design,expert,landing_page,high,13,2109.45
cloud_computing,intermediate,saas_mvp,high,264,32051.47
digital_marketing,intermediate,technical_whitepaper,low,53,2326.8
cyber_security,intermediate,web_scraper,medium,23,1456.91
blockchain,beginner,saas_mvp,high,135,9264.6
cloud_computing,intermediate,technical_whitepaper,high,48,4081.79
cyber_security,beginner,automation,low,50,1782.36
app_dev,intermediate,automation,low,70,2802.25
python,intermediate,automation,medium,23,1340.76
cloud_computing,intermediate,full_website,high,123,16303.31
graphic_design,intermediate,landing_page,medium,6,159.51
cloud_computing,beginner,technical_whitepaper,medium,39,1094.34
web_dev,beginner,api_endpoint,medium,39,702.19
app_dev,beginner,landing_page,medium,11,182.57
data_science,beginner,api_endpoint,medium,8,257.29
cloud_computing,intermediate,automation,low,35,1690.74
blockchain,intermediate,automation,high,31,3607.78
digital_marketing,beginner,landing_page,medium,14,235.36
web_dev,beginner,api_endpoint,medium,26,461.62
blockchain,beginner,api_endpoint,medium,7,276.92
python,beginner,script,low,25,386.7
app_dev,intermediate,landing_page,medium,10,667.73
cloud_computing,beginner,saas_mvp,medium,168,8953.29
content_writing,expert,growth_hacking,high,28,2643.12
data_science,expert,technical_whitepaper,low,38,5316.24
app_dev,intermediate,ecommerce,medium,151,8894.72
python,intermediate,ai_model,low,90,7338.08
cyber_security,intermediate,script,medium,12,720.63
web_dev,expert,saas_mvp,low,251,35459.36
app_dev,expert,automation,medium,19,1854.3
web_dev,expert,full_website,low,129,9891.06
digital_marketing,intermediate,saas_mvp,low,79,3655.89
ui_ux_design,intermediate,automation,medium,41,2645.12
ui_ux_design,beginner,landing_page,high,15,302.35
ui_ux_design,beginner,full_website,medium,130,2713.91
python,intermediate,api_endpoint,medium,46,2498.13
graphic_design,intermediate,technical_whitepaper,low,47,1426.09
content_writing,beginner,ecommerce,medium,62,687.54
web_dev,expert,landing_page,medium,26,2233.58
digital_marketing,intermediate,landing_page,medium,7,282.34
data_science,expert,saas_mvp,medium,110,21882.99
data_science,intermediate,api_endpoint,low,28,1550.92
cyber_security,beginner,web_scraper,medium,24,966.97
app_dev,intermediate,api_endpoint,medium,47,3491.29
web_dev,intermediate,ecommerce,high,146,10776.9
blockchain,expert,saas_mvp,medium,81,19460.39
digital_marketing,beginner,growth_hacking,medium,22,376.16
graphic_design,intermediate,growth_hacking,low,32,862.93
content_writing,beginner,landing_page,high,10,204.62
python,beginner,script,high,10,326.22
cloud_computing,expert,automation,high,12,2036.48
graphic_design,intermediate,full_website,low,159,7139.99
blockchain,expert,automation,medium,11,2166.04
content_writing,intermediate,ecommerce,medium,42,2428.22
app_dev,intermediate,landing_page,medium,19,1264.87
cyber_security,expert,script,low,7,649.97
digital_marketing,intermediate,ecommerce,high,144,12653.19
cyber_security,intermediate,web_scraper,medium,31,2650.88
graphic_design,intermediate,growth_hacking,medium,32,1351.29
graphic_design,intermediate,full_website,high,58,3325.16
ui_ux_design,beginner,automation,medium,24,421.21
app_dev,beginner,full_website,low,39,795.25
graphic_design,expert,landing_page,low,25,1550.82
web_dev,intermediate,saas_mvp,high,55,5898.33
web_dev,beginner,ecommerce,medium,203,5856.79
content_writing,beginner,script,high,23,207.44
python,beginner,ai_model,high,23,622.66
data_science,intermediate,api_endpoint,medium,35,2106.53
data_science,intermediate,script,medium,5,275.73
data_science,intermediate,automation,low,10,578.97
web_dev,intermediate,full_website,medium,156,11227.07
